Date,Item Name,Item Code,Category,Brand,Item Price,Quantity,Sales
2019-06-11,Sunscreen,SUN002,Skincare,Revlon,3200,24,76800
2019-03-20,Cleanser,CLE003,Skincare,Maybelline,68200,12,818400
2019-12-01,Eyeshadow Palette,ESP007,Makeup,Pink Flash,33200,24,796800
2019-09-25,Foundation,FND005,Makeup,YOU,99200,48,4761600
2019-07-14,Perfume,PER013,Fragrance,OMG,88800,22,1953600
2019-02-28,Mascara,MAS008,Makeup,Some By Me,91000,38,3458000
2019-03-15,Mascara,MAS008,Makeup,Some By Me,41300,46,1899800
2019-04-15,Perfume,PER013,Fragrance,OMG,36700,6,220200
2019-08-30,Lipstick,LIP006,Makeup,BNB,94800,22,2085600
2019-06-14,Perfume,PER013,Fragrance,OMG,73400,14,1027600
2019-07-06,Conditioner,CON010,Haircare,Krayolan,61800,48,2966400
2019-11-10,Cologne,COL014,Fragrance,Inez,39300,43,1689900
2019-07-19,Hair Oil,HOI012,Haircare,Make Over,82200,14,1150800
2019-02-26,Roll-On Perfume,ROP016,Fragrance,Salsa,79700,9,717300
2019-03-27,Perfume,PER013,Fragrance,OMG,13100,28,366800
2019-06-20,Shampoo,SHA009,Haircare,ERHA,13400,33,442200
2019-06-17,Serum,SER004,Skincare,Loreal,84500,35,2957500
2019-05-22,Lipstick,LIP006,Makeup,BNB,55700,30,1671000
2019-03-26,Conditioner,CON010,Haircare,Krayolan,85900,9,773100
2019-03-08,Hair Mask,HMK011,Haircare,Wardah,51100,36,1839600
2019-04-06,Perfume,PER013,Fragrance,OMG,57700,28,1615600
2019-12-07,Conditioner,CON010,Haircare,Krayolan,42300,36,1522800
2019-04-04,Lipstick,LIP006,Makeup,BNB,48600,14,680400
2019-01-26,Moisturizer,MOI001,Skincare,Ultima,18100,18,325800
2019-12-21,Hair Mask,HMK011,Haircare,Wardah,10700,32,342400
2019-01-20,Roll-On Perfume,ROP016,Fragrance,Salsa,21900,41,897900
2019-12-06,Eyeshadow Palette,ESP007,Makeup,Pink Flash,61400,8,491200
2019-12-05,Moisturizer,MOI001,Skincare,Ultima,64400,3,193200
2019-06-16,Moisturizer,MOI001,Skincare,Ultima,18500,46,851000
2019-01-02,Conditioner,CON010,Haircare,Krayolan,33800,36,1216800
2019-09-14,Mascara,MAS008,Makeup,Some By Me,82900,47,3896300
2019-07-03,Cleanser,CLE003,Skincare,Maybelline,35900,20,718000
2019-08-15,Body Mist,BMS015,Fragrance,Ivan Gunawan,25500,6,153000
2019-10-16,Body Mist,BMS015,Fragrance,Ivan Gunawan,4400,50,220000
2019-02-09,Body Mist,BMS015,Fragrance,Ivan Gunawan,20500,23,471500
2019-01-31,Lipstick,LIP006,Makeup,BNB,41000,46,1886000
2019-10-17,Conditioner,CON010,Haircare,Krayolan,73600,41,3017600
2019-11-25,Eyeshadow Palette,ESP007,Makeup,Pink Flash,8500,38,323000
2019-11-09,Cleanser,CLE003,Skincare,Maybelline,79400,6,476400
2019-10-21,Perfume,PER013,Fragrance,OMG,41100,23,945300
2019-09-12,Mascara,MAS008,Makeup,Some By Me,5900,24,141600
2019-07-23,Conditioner,CON010,Haircare,Krayolan,69600,3,208800
2019-06-23,Foundation,FND005,Makeup,YOU,62300,30,1869000
2019-07-27,Serum,SER004,Skincare,Loreal,99800,18,1796400
2019-08-03,Hair Oil,HOI012,Haircare,Make Over,71500,2,143000
2019-10-11,Foundation,FND005,Makeup,YOU,98000,22,2156000
2019-04-06,Cleanser,CLE003,Skincare,Maybelline,18000,46,828000
2019-01-12,Roll-On Perfume,ROP016,Fragrance,Salsa,64500,34,2193000
2019-11-01,Lipstick,LIP006,Makeup,BNB,43600,17,741200
2019-01-04,Mascara,MAS008,Makeup,Some By Me,5000,49,245000
2019-01-13,Hair Mask,HMK011,Haircare,Wardah,64300,47,3022100
2019-07-12,Eyeshadow Palette,ESP007,Makeup,Pink Flash,20900,25,522500
2019-06-12,Mascara,MAS008,Makeup,Some By Me,92700,36,3337200
2019-10-17,Hair Oil,HOI012,Haircare,Make Over,91700,48,4401600
2019-05-30,Conditioner,CON010,Haircare,Krayolan,56400,33,1861200
2019-04-01,Shampoo,SHA009,Haircare,ERHA,16100,47,756700
2019-04-08,Conditioner,CON010,Haircare,Krayolan,85600,27,2311200
2019-11-01,Hair Mask,HMK011,Haircare,Wardah,75800,12,909600
2019-02-05,Hair Mask,HMK011,Haircare,Wardah,29000,32,928000
2019-05-20,Sunscreen,SUN002,Skincare,Revlon,49500,41,2029500
2019-08-04,Foundation,FND005,Makeup,YOU,51300,30,1539000
2019-01-28,Moisturizer,MOI001,Skincare,Ultima,82200,23,1890600
2019-02-05,Mascara,MAS008,Makeup,Some By Me,10700,18,192600
2019-11-27,Body Mist,BMS015,Fragrance,Ivan Gunawan,79100,4,316400
2019-11-19,Body Mist,BMS015,Fragrance,Ivan Gunawan,82100,15,1231500
2019-06-09,Perfume,PER013,Fragrance,OMG,99300,46,4567800
2019-08-28,Sunscreen,SUN002,Skincare,Revlon,47800,40,1912000
2019-03-28,Lipstick,LIP006,Makeup,BNB,13000,47,611000
2019-12-29,Conditioner,CON010,Haircare,Krayolan,55200,26,1435200
2019-05-05,Roll-On Perfume,ROP016,Fragrance,Salsa,54400,26,1414400
2019-06-19,Hair Mask,HMK011,Haircare,Wardah,60700,5,303500
2019-11-21,Sunscreen,SUN002,Skincare,Revlon,53000,14,742000
2019-07-21,Hair Mask,HMK011,Haircare,Wardah,77800,17,1322600
2019-06-07,Mascara,MAS008,Makeup,Some By Me,89300,29,2589700
2019-07-22,Perfume,PER013,Fragrance,OMG,57900,4,231600
2019-06-11,Hair Oil,HOI012,Haircare,Make Over,43200,45,1944000
2019-12-20,Conditioner,CON010,Haircare,Krayolan,91000,29,2639000
2019-10-17,Lipstick,LIP006,Makeup,BNB,27500,7,192500
2019-05-05,Sunscreen,SUN002,Skincare,Revlon,76300,23,1754900
2019-06-18,Moisturizer,MOI001,Skincare,Ultima,49900,18,898200
2019-11-22,Shampoo,SHA009,Haircare,ERHA,90600,15,1359000
2019-02-12,Eyeshadow Palette,ESP007,Makeup,Pink Flash,27300,24,655200
2019-05-31,Mascara,MAS008,Makeup,Some By Me,89700,37,3318900
2019-09-21,Sunscreen,SUN002,Skincare,Revlon,76400,31,2368400
2019-09-17,Eyeshadow Palette,ESP007,Makeup,Pink Flash,34300,1,34300
2019-06-03,Body Mist,BMS015,Fragrance,Ivan Gunawan,27800,16,444800
2019-08-30,Eyeshadow Palette,ESP007,Makeup,Pink Flash,83300,10,833000
2019-07-19,Sunscreen,SUN002,Skincare,Revlon,60400,45,2718000
2019-03-14,Conditioner,CON010,Haircare,Krayolan,97900,11,1076900
2019-07-08,Hair Oil,HOI012,Haircare,Make Over,86300,4,345200
2019-04-17,Mascara,MAS008,Makeup,Some By Me,99200,33,3273600
2019-06-20,Eyeshadow Palette,ESP007,Makeup,Pink Flash,82100,28,2298800
2019-06-18,Eyeshadow Palette,ESP007,Makeup,Pink Flash,17900,21,375900
2019-06-12,Roll-On Perfume,ROP016,Fragrance,Salsa,48400,50,2420000
2019-01-11,Hair Oil,HOI012,Haircare,Make Over,26100,34,887400
2019-01-02,Cologne,COL014,Fragrance,Inez,48400,33,1597200
2019-09-21,Hair Mask,HMK011,Haircare,Wardah,76800,41,3148800
2019-01-11,Roll-On Perfume,ROP016,Fragrance,Salsa,25000,48,1200000
2019-07-21,Moisturizer,MOI001,Skincare,Ultima,83000,39,3237000
2019-11-22,Body Mist,BMS015,Fragrance,Ivan Gunawan,8200,22,180400
2019-06-27,Serum,SER004,Skincare,Loreal,84100,43,3616300
2019-08-21,Lipstick,LIP006,Makeup,BNB,88100,7,616700
2019-04-03,Serum,SER004,Skincare,Loreal,48200,50,2410000
2019-07-22,Hair Oil,HOI012,Haircare,Make Over,36100,42,1516200
2019-08-29,Perfume,PER013,Fragrance,OMG,4700,3,14100
2019-09-27,Roll-On Perfume,ROP016,Fragrance,Salsa,26200,47,1231400
2019-08-04,Serum,SER004,Skincare,Loreal,49100,16,785600
2019-05-25,Roll-On Perfume,ROP016,Fragrance,Salsa,36800,12,441600
2019-07-24,Mascara,MAS008,Makeup,Some By Me,30500,28,854000
2019-03-20,Cologne,COL014,Fragrance,Inez,28200,5,141000
2019-02-20,Moisturizer,MOI001,Skincare,Ultima,70000,7,490000
2019-08-30,Hair Oil,HOI012,Haircare,Make Over,94500,8,756000
2019-09-02,Mascara,MAS008,Makeup,Some By Me,59400,1,59400
2019-03-18,Lipstick,LIP006,Makeup,BNB,68200,49,3341800
2019-04-17,Sunscreen,SUN002,Skincare,Revlon,39900,26,1037400
2019-03-15,Roll-On Perfume,ROP016,Fragrance,Salsa,82400,4,329600
2019-06-28,Perfume,PER013,Fragrance,OMG,93200,30,2796000
2019-04-29,Foundation,FND005,Makeup,YOU,54700,14,765800
2019-05-02,Eyeshadow Palette,ESP007,Makeup,Pink Flash,23700,10,237000
2019-04-23,Mascara,MAS008,Makeup,Some By Me,92100,9,828900
2019-06-01,Shampoo,SHA009,Haircare,ERHA,75400,36,2714400
2019-07-03,Mascara,MAS008,Makeup,Some By Me,46400,48,2227200
2019-02-23,Foundation,FND005,Makeup,YOU,98700,3,296100
2019-12-28,Foundation,FND005,Makeup,YOU,3000,18,54000
2019-06-07,Eyeshadow Palette,ESP007,Makeup,Pink Flash,91700,14,1283800
2019-07-28,Hair Mask,HMK011,Haircare,Wardah,22000,6,132000
2019-03-16,Foundation,FND005,Makeup,YOU,50700,28,1419600
2019-06-08,Shampoo,SHA009,Haircare,ERHA,45500,26,1183000
2019-05-24,Sunscreen,SUN002,Skincare,Revlon,45300,9,407700
2019-06-22,Cologne,COL014,Fragrance,Inez,2000,29,58000
2019-10-10,Serum,SER004,Skincare,Loreal,16000,13,208000
2019-05-10,Conditioner,CON010,Haircare,Krayolan,90300,3,270900
2019-06-29,Hair Oil,HOI012,Haircare,Make Over,39300,37,1454100
2019-04-08,Cologne,COL014,Fragrance,Inez,45100,20,902000
2019-09-25,Foundation,FND005,Makeup,YOU,39500,43,1698500
2019-01-17,Eyeshadow Palette,ESP007,Makeup,Pink Flash,59200,16,947200
2019-11-15,Lipstick,LIP006,Makeup,BNB,23300,17,396100
2019-04-03,Serum,SER004,Skincare,Loreal,1800,6,10800
2019-04-06,Conditioner,CON010,Haircare,Krayolan,29500,18,531000
2019-08-05,Serum,SER004,Skincare,Loreal,1100,34,37400
2019-03-15,Cologne,COL014,Fragrance,Inez,19400,10,194000
2019-02-19,Moisturizer,MOI001,Skincare,Ultima,35800,9,322200
2019-06-03,Foundation,FND005,Makeup,YOU,4700,41,192700
2019-11-10,Foundation,FND005,Makeup,YOU,79100,7,553700
2019-12-03,Conditioner,CON010,Haircare,Krayolan,52500,47,2467500
2019-01-30,Body Mist,BMS015,Fragrance,Ivan Gunawan,1500,18,27000
2019-05-06,Moisturizer,MOI001,Skincare,Ultima,1400,42,58800
2019-01-29,Roll-On Perfume,ROP016,Fragrance,Salsa,61400,50,3070000
2019-06-03,Eyeshadow Palette,ESP007,Makeup,Pink Flash,5900,17,100300
2019-08-04,Mascara,MAS008,Makeup,Some By Me,54600,24,1310400
2019-11-08,Serum,SER004,Skincare,Loreal,84100,36,3027600
2019-09-25,Eyeshadow Palette,ESP007,Makeup,Pink Flash,46500,40,1860000
2019-08-08,Lipstick,LIP006,Makeup,BNB,25400,29,736600
2019-11-10,Lipstick,LIP006,Makeup,BNB,75800,7,530600
2019-05-25,Cleanser,CLE003,Skincare,Maybelline,89000,6,534000
2019-09-29,Serum,SER004,Skincare,Loreal,50800,7,355600
2019-09-09,Sunscreen,SUN002,Skincare,Revlon,26700,17,453900
2019-03-27,Hair Oil,HOI012,Haircare,Make Over,50900,44,2239600
2019-12-08,Lipstick,LIP006,Makeup,BNB,58000,39,2262000
2019-04-07,Hair Mask,HMK011,Haircare,Wardah,55700,12,668400
2019-04-17,Foundation,FND005,Makeup,YOU,77900,27,2103300
2019-08-15,Sunscreen,SUN002,Skincare,Revlon,92100,16,1473600
2019-07-24,Mascara,MAS008,Makeup,Some By Me,83800,10,838000
2019-12-13,Perfume,PER013,Fragrance,OMG,12500,9,112500
2019-06-08,Cleanser,CLE003,Skincare,Maybelline,60500,49,2964500
2019-10-10,Hair Oil,HOI012,Haircare,Make Over,54700,15,820500
2019-06-09,Hair Oil,HOI012,Haircare,Make Over,61100,24,1466400
2019-03-13,Lipstick,LIP006,Makeup,BNB,45100,43,1939300
2019-01-05,Eyeshadow Palette,ESP007,Makeup,Pink Flash,92700,28,2595600
2019-04-01,Perfume,PER013,Fragrance,OMG,32100,8,256800
2019-02-28,Mascara,MAS008,Makeup,Some By Me,63000,32,2016000
2019-05-08,Cleanser,CLE003,Skincare,Maybelline,77100,14,1079400
2019-01-05,Lipstick,LIP006,Makeup,BNB,62300,13,809900
2019-01-02,Hair Oil,HOI012,Haircare,Make Over,18600,23,427800
2019-05-02,Roll-On Perfume,ROP016,Fragrance,Salsa,40800,18,734400
2019-09-21,Shampoo,SHA009,Haircare,ERHA,37700,1,37700
2019-08-11,Foundation,FND005,Makeup,YOU,53700,30,1611000
2019-08-22,Foundation,FND005,Makeup,YOU,76300,48,3662400
2019-06-05,Eyeshadow Palette,ESP007,Makeup,Pink Flash,70800,45,3186000
2019-03-26,Lipstick,LIP006,Makeup,BNB,50700,12,608400
2019-08-24,Eyeshadow Palette,ESP007,Makeup,Pink Flash,44700,34,1519800
2019-07-04,Cleanser,CLE003,Skincare,Maybelline,25800,27,696600
2019-12-05,Sunscreen,SUN002,Skincare,Revlon,47400,20,948000
2019-06-13,Lipstick,LIP006,Makeup,BNB,87000,20,1740000
2019-03-09,Hair Mask,HMK011,Haircare,Wardah,86900,46,3997400
2019-02-05,Serum,SER004,Skincare,Loreal,28400,28,795200
2019-05-20,Eyeshadow Palette,ESP007,Makeup,Pink Flash,74900,46,3445400
2019-07-17,Body Mist,BMS015,Fragrance,Ivan Gunawan,2700,5,13500
2019-08-13,Serum,SER004,Skincare,Loreal,92800,23,2134400
2019-07-02,Body Mist,BMS015,Fragrance,Ivan Gunawan,55700,14,779800
2019-04-16,Hair Mask,HMK011,Haircare,Wardah,45100,42,1894200
2019-05-25,Foundation,FND005,Makeup,YOU,78400,22,1724800
2019-01-17,Foundation,FND005,Makeup,YOU,39400,38,1497200
2019-11-28,Hair Oil,HOI012,Haircare,Make Over,93200,47,4380400
2019-12-22,Hair Mask,HMK011,Haircare,Wardah,5600,33,184800
2019-01-13,Hair Mask,HMK011,Haircare,Wardah,3600,9,32400
2019-05-12,Serum,SER004,Skincare,Loreal,100000,32,3200000
2019-11-08,Moisturizer,MOI001,Skincare,Ultima,90200,3,270600
2019-04-20,Cologne,COL014,Fragrance,Inez,28500,12,342000
2019-11-14,Serum,SER004,Skincare,Loreal,58400,21,1226400
2019-01-09,Eyeshadow Palette,ESP007,Makeup,Pink Flash,26100,31,809100
2019-05-05,Cleanser,CLE003,Skincare,Maybelline,89400,3,268200
2019-02-15,Lipstick,LIP006,Makeup,BNB,43000,45,1935000
2019-01-13,Roll-On Perfume,ROP016,Fragrance,Salsa,71500,13,929500
2019-05-19,Body Mist,BMS015,Fragrance,Ivan Gunawan,54200,39,2113800
2019-12-04,Lipstick,LIP006,Makeup,BNB,71200,14,996800
2019-06-25,Body Mist,BMS015,Fragrance,Ivan Gunawan,49400,30,1482000
2019-05-11,Cologne,COL014,Fragrance,Inez,42400,49,2077600
2019-11-01,Shampoo,SHA009,Haircare,ERHA,21000,36,756000
2019-01-22,Mascara,MAS008,Makeup,Some By Me,5000,13,65000
2019-07-02,Roll-On Perfume,ROP016,Fragrance,Salsa,70800,39,2761200
2019-11-03,Roll-On Perfume,ROP016,Fragrance,Salsa,29700,10,297000
2019-09-20,Cleanser,CLE003,Skincare,Maybelline,84300,34,2866200
2019-11-25,Hair Mask,HMK011,Haircare,Wardah,19700,45,886500
2019-03-31,Body Mist,BMS015,Fragrance,Ivan Gunawan,52400,11,576400
2019-04-12,Body Mist,BMS015,Fragrance,Ivan Gunawan,98900,8,791200
2019-12-13,Serum,SER004,Skincare,Loreal,33000,11,363000
2019-09-30,Cleanser,CLE003,Skincare,Maybelline,78600,41,3222600
2019-09-04,Perfume,PER013,Fragrance,OMG,85800,7,600600
2019-05-13,Eyeshadow Palette,ESP007,Makeup,Pink Flash,15100,45,679500
2019-02-02,Lipstick,LIP006,Makeup,BNB,48800,42,2049600
2019-06-04,Conditioner,CON010,Haircare,Krayolan,36500,31,1131500
2019-11-23,Mascara,MAS008,Makeup,Some By Me,88500,2,177000
2019-08-27,Serum,SER004,Skincare,Loreal,3100,33,102300
2019-11-26,Hair Mask,HMK011,Haircare,Wardah,42000,12,504000
2019-02-19,Conditioner,CON010,Haircare,Krayolan,61500,36,2214000
2019-08-14,Lipstick,LIP006,Makeup,BNB,50500,8,404000
2019-04-10,Foundation,FND005,Makeup,YOU,31500,46,1449000
2019-08-29,Cleanser,CLE003,Skincare,Maybelline,61500,20,1230000
2019-08-13,Sunscreen,SUN002,Skincare,Revlon,38900,3,116700
2019-04-06,Hair Oil,HOI012,Haircare,Make Over,50200,2,100400
2019-02-11,Shampoo,SHA009,Haircare,ERHA,76000,48,3648000
2019-06-12,Conditioner,CON010,Haircare,Krayolan,15400,17,261800
2019-03-08,Roll-On Perfume,ROP016,Fragrance,Salsa,4000,35,140000
2019-11-16,Foundation,FND005,Makeup,YOU,84000,7,588000
2019-11-25,Body Mist,BMS015,Fragrance,Ivan Gunawan,96500,36,3474000
2019-07-01,Cologne,COL014,Fragrance,Inez,48400,38,1839200
2019-05-07,Hair Mask,HMK011,Haircare,Wardah,53600,13,696800
2019-06-02,Foundation,FND005,Makeup,YOU,28200,13,366600
2019-11-01,Foundation,FND005,Makeup,YOU,42100,4,168400
2019-01-24,Lipstick,LIP006,Makeup,BNB,60100,50,3005000
2019-09-13,Serum,SER004,Skincare,Loreal,87200,24,2092800
2019-05-15,Moisturizer,MOI001,Skincare,Ultima,7500,27,202500
2019-04-28,Hair Oil,HOI012,Haircare,Make Over,59000,3,177000
2019-08-31,Lipstick,LIP006,Makeup,BNB,10600,26,275600
2019-11-17,Eyeshadow Palette,ESP007,Makeup,Pink Flash,13600,46,625600
2019-03-13,Conditioner,CON010,Haircare,Krayolan,22700,17,385900
2019-05-01,Foundation,FND005,Makeup,YOU,69300,31,2148300
2019-02-10,Foundation,FND005,Makeup,YOU,84300,14,1180200
2019-12-25,Moisturizer,MOI001,Skincare,Ultima,8800,23,202400
2019-06-06,Cologne,COL014,Fragrance,Inez,20300,41,832300
2019-03-04,Hair Oil,HOI012,Haircare,Make Over,88200,41,3616200
2019-06-06,Roll-On Perfume,ROP016,Fragrance,Salsa,97500,46,4485000
2019-03-01,Serum,SER004,Skincare,Loreal,71300,23,1639900
2019-07-31,Moisturizer,MOI001,Skincare,Ultima,48200,46,2217200
2019-09-08,Moisturizer,MOI001,Skincare,Ultima,6500,1,6500
2019-01-16,Cologne,COL014,Fragrance,Inez,34300,50,1715000
2019-10-11,Perfume,PER013,Fragrance,OMG,26300,14,368200
2019-07-03,Foundation,FND005,Makeup,YOU,32900,32,1052800
2019-12-01,Shampoo,SHA009,Haircare,ERHA,33900,6,203400
2019-04-18,Mascara,MAS008,Makeup,Some By Me,73800,43,3173400
2019-03-16,Perfume,PER013,Fragrance,OMG,54500,26,1417000
2019-12-12,Moisturizer,MOI001,Skincare,Ultima,90200,14,1262800
2019-01-23,Hair Mask,HMK011,Haircare,Wardah,49300,42,2070600
2019-07-08,Mascara,MAS008,Makeup,Some By Me,53000,16,848000
2019-09-30,Cologne,COL014,Fragrance,Inez,55200,41,2263200
2019-01-11,Hair Oil,HOI012,Haircare,Make Over,27400,22,602800
2019-08-16,Hair Oil,HOI012,Haircare,Make Over,77400,9,696600
2019-09-05,Sunscreen,SUN002,Skincare,Revlon,75000,39,2925000
2019-12-26,Sunscreen,SUN002,Skincare,Revlon,8300,47,390100
2019-12-16,Cologne,COL014,Fragrance,Inez,1700,48,81600
2019-11-04,Conditioner,CON010,Haircare,Krayolan,13100,12,157200
2019-09-25,Moisturizer,MOI001,Skincare,Ultima,90400,22,1988800
2019-01-15,Hair Mask,HMK011,Haircare,Wardah,31900,36,1148400
2019-08-29,Cleanser,CLE003,Skincare,Maybelline,19900,38,756200
2019-07-01,Hair Mask,HMK011,Haircare,Wardah,10300,42,432600
2019-03-07,Mascara,MAS008,Makeup,Some By Me,82300,50,4115000
2019-07-01,Hair Mask,HMK011,Haircare,Wardah,80000,17,1360000
2019-05-03,Cleanser,CLE003,Skincare,Maybelline,57500,47,2702500
2019-02-28,Body Mist,BMS015,Fragrance,Ivan Gunawan,51300,33,1692900
2019-04-03,Mascara,MAS008,Makeup,Some By Me,5000,19,95000
2019-07-16,Roll-On Perfume,ROP016,Fragrance,Salsa,17300,46,795800
2019-11-29,Perfume,PER013,Fragrance,OMG,87100,26,2264600
2019-06-02,Cleanser,CLE003,Skincare,Maybelline,14200,31,440200
2019-05-27,Hair Oil,HOI012,Haircare,Make Over,7400,23,170200
2019-04-10,Shampoo,SHA009,Haircare,ERHA,89600,48,4300800
2019-06-22,Cologne,COL014,Fragrance,Inez,16800,3,50400
2019-07-17,Mascara,MAS008,Makeup,Some By Me,18600,30,558000
2019-04-05,Body Mist,BMS015,Fragrance,Ivan Gunawan,90100,20,1802000
2019-02-28,Conditioner,CON010,Haircare,Krayolan,54700,41,2242700
2019-05-12,Body Mist,BMS015,Fragrance,Ivan Gunawan,56600,20,1132000
2019-08-26,Cologne,COL014,Fragrance,Inez,23800,9,214200
2019-12-02,Moisturizer,MOI001,Skincare,Ultima,6500,42,273000
2019-06-20,Cleanser,CLE003,Skincare,Maybelline,26800,22,589600
2019-03-02,Mascara,MAS008,Makeup,Some By Me,20500,38,779000
2019-06-01,Body Mist,BMS015,Fragrance,Ivan Gunawan,84200,25,2105000
2019-03-03,Hair Mask,HMK011,Haircare,Wardah,72500,2,145000
2019-11-03,Hair Mask,HMK011,Haircare,Wardah,75300,16,1204800
2019-04-06,Eyeshadow Palette,ESP007,Makeup,Pink Flash,70600,43,3035800
2019-05-15,Hair Oil,HOI012,Haircare,Make Over,89900,17,1528300
2019-03-04,Hair Mask,HMK011,Haircare,Wardah,28800,43,1238400
2019-02-03,Body Mist,BMS015,Fragrance,Ivan Gunawan,93400,1,93400
2019-10-27,Serum,SER004,Skincare,Loreal,24900,17,423300
2019-09-14,Lipstick,LIP006,Makeup,BNB,86400,30,2592000
2019-10-16,Perfume,PER013,Fragrance,OMG,73700,12,884400
2019-03-27,Sunscreen,SUN002,Skincare,Revlon,98600,39,3845400
2019-02-05,Lipstick,LIP006,Makeup,BNB,46600,9,419400
2019-05-31,Body Mist,BMS015,Fragrance,Ivan Gunawan,92000,49,4508000
2019-03-05,Hair Oil,HOI012,Haircare,Make Over,28700,11,315700
2019-09-06,Hair Mask,HMK011,Haircare,Wardah,63500,2,127000
2019-10-01,Serum,SER004,Skincare,Loreal,94300,21,1980300
2019-07-03,Hair Mask,HMK011,Haircare,Wardah,46900,24,1125600
2019-02-06,Cologne,COL014,Fragrance,Inez,50400,19,957600
2019-03-15,Body Mist,BMS015,Fragrance,Ivan Gunawan,42100,2,84200
2019-12-02,Shampoo,SHA009,Haircare,ERHA,62000,37,2294000
2019-03-15,Eyeshadow Palette,ESP007,Makeup,Pink Flash,57800,20,1156000
2019-03-27,Hair Oil,HOI012,Haircare,Make Over,66300,19,1259700
2019-10-13,Perfume,PER013,Fragrance,OMG,75400,27,2035800
2019-03-28,Eyeshadow Palette,ESP007,Makeup,Pink Flash,88900,7,622300
2019-02-08,Moisturizer,MOI001,Skincare,Ultima,91900,2,183800
2019-08-20,Roll-On Perfume,ROP016,Fragrance,Salsa,79900,43,3435700
2019-07-31,Roll-On Perfume,ROP016,Fragrance,Salsa,39200,37,1450400
2019-03-08,Perfume,PER013,Fragrance,OMG,64000,13,832000
2019-12-04,Cleanser,CLE003,Skincare,Maybelline,83100,33,2742300
2019-12-26,Eyeshadow Palette,ESP007,Makeup,Pink Flash,65900,35,2306500
2019-06-01,Moisturizer,MOI001,Skincare,Ultima,96100,1,96100
2019-07-09,Body Mist,BMS015,Fragrance,Ivan Gunawan,40200,6,241200
2019-09-12,Moisturizer,MOI001,Skincare,Ultima,41200,8,329600
2019-01-27,Serum,SER004,Skincare,Loreal,40600,25,1015000
2019-06-30,Lipstick,LIP006,Makeup,BNB,78900,16,1262400
2019-08-29,Cologne,COL014,Fragrance,Inez,77900,21,1635900
2019-10-07,Eyeshadow Palette,ESP007,Makeup,Pink Flash,27200,41,1115200
2019-05-16,Roll-On Perfume,ROP016,Fragrance,Salsa,76500,34,2601000
2019-02-26,Serum,SER004,Skincare,Loreal,40500,21,850500
2019-05-11,Eyeshadow Palette,ESP007,Makeup,Pink Flash,63600,19,1208400
2019-02-11,Lipstick,LIP006,Makeup,BNB,40400,21,848400
2019-08-31,Perfume,PER013,Fragrance,OMG,22200,48,1065600
2019-03-25,Sunscreen,SUN002,Skincare,Revlon,1400,26,36400
2019-12-01,Foundation,FND005,Makeup,YOU,50600,36,1821600
2019-07-13,Foundation,FND005,Makeup,YOU,59500,19,1130500
2019-05-01,Moisturizer,MOI001,Skincare,Ultima,76400,45,3438000
2019-12-14,Roll-On Perfume,ROP016,Fragrance,Salsa,47000,41,1927000
2019-10-02,Moisturizer,MOI001,Skincare,Ultima,63500,41,2603500
2019-12-27,Body Mist,BMS015,Fragrance,Ivan Gunawan,93100,12,1117200
2019-12-18,Conditioner,CON010,Haircare,Krayolan,84600,9,761400
2019-09-19,Mascara,MAS008,Makeup,Some By Me,37600,11,413600
2019-08-31,Roll-On Perfume,ROP016,Fragrance,Salsa,37300,35,1305500
2019-11-17,Cologne,COL014,Fragrance,Inez,53100,42,2230200
2019-07-06,Serum,SER004,Skincare,Loreal,32800,26,852800
2019-09-28,Cologne,COL014,Fragrance,Inez,83100,27,2243700
2019-01-10,Hair Mask,HMK011,Haircare,Wardah,43500,21,913500
2019-11-20,Eyeshadow Palette,ESP007,Makeup,Pink Flash,3900,4,15600
2019-02-21,Perfume,PER013,Fragrance,OMG,29000,18,522000
2019-04-02,Mascara,MAS008,Makeup,Some By Me,41600,18,748800
2019-06-20,Cleanser,CLE003,Skincare,Maybelline,54100,16,865600
2019-10-16,Body Mist,BMS015,Fragrance,Ivan Gunawan,3200,39,124800
2019-07-01,Serum,SER004,Skincare,Loreal,31600,29,916400
2019-04-12,Serum,SER004,Skincare,Loreal,90400,37,3344800
2019-12-17,Moisturizer,MOI001,Skincare,Ultima,61100,18,1099800
2019-07-13,Serum,SER004,Skincare,Loreal,90300,27,2438100
2019-09-21,Eyeshadow Palette,ESP007,Makeup,Pink Flash,72600,19,1379400
2019-07-05,Mascara,MAS008,Makeup,Some By Me,40800,43,1754400
2019-10-08,Serum,SER004,Skincare,Loreal,70500,41,2890500
2019-04-14,Mascara,MAS008,Makeup,Some By Me,10000,42,420000
2019-05-04,Lipstick,LIP006,Makeup,BNB,24700,8,197600
2019-08-04,Mascara,MAS008,Makeup,Some By Me,32900,3,98700
2019-04-23,Perfume,PER013,Fragrance,OMG,9700,40,388000
2019-01-23,Hair Mask,HMK011,Haircare,Wardah,67100,48,3220800
2019-01-24,Roll-On Perfume,ROP016,Fragrance,Salsa,51600,38,1960800
2019-12-22,Hair Mask,HMK011,Haircare,Wardah,58300,13,757900
2019-10-01,Hair Oil,HOI012,Haircare,Make Over,40300,9,362700
2019-12-02,Mascara,MAS008,Makeup,Some By Me,20800,39,811200
2019-06-30,Hair Oil,HOI012,Haircare,Make Over,98200,25,2455000
2019-05-12,Sunscreen,SUN002,Skincare,Revlon,1100,22,24200
